5,648,98%,0,100%,703,97%,936,99%
5,480,98%,0,100%,486,100%,705,100%
5,975,95%,0,100%,849,96%,1192,99%
5,581,99%,0,100%,477,98%,693,100%
5,545,98%,0,100%,509,98%,761,100%
5,941,96%,0,100%,716,97%,936,99%
5,979,96%,0,100%,1053,91%,884,99%
5,583,98%,0,100%,589,98%,781,98%
5,772,96%,0,100%,735,97%,937,99%
5,692,99%,0,100%,697,99%,918,100%
5,1008,98%,0,100%,2009,90%,1620,99%
5,645,82%,0,100%,1113,99%,1227,100%
5,1285,97%,0,100%,1032,95%,940,99%
5,1014,66%,0,100%,781,98%,963,99%
5,830,98%,0,100%,1076,81%,1231,98%
10,1060,95%,0,100%,1170,98%,1438,96%
10,913,98%,0,100%,774,98%,984,99%
10,1523,92%,0,100%,701,99%,1356,98%
10,1227,95%,0,100%,1113,93%,1384,99%
10,1108,96%,0,100%,657,64%,1171,99%
10,977,98%,0,100%,992,98%,1330,99%
10,621,98%,0,100%,611,97%,812,99%
10,655,96%,0,100%,535,98%,851,98%
10,758,98%,0,100%,822,95%,937,99%
10,765,98%,0,100%,690,98%,928,99%
10,525,98%,0,100%,501,98%,1305,99%
10,528,98%,0,100%,491,98%,697,99%
10,597,98%,0,100%,626,99%,822,99%
10,1241,97%,0,100%,1298,97%,1650,99%
10,873,98%,0,100%,794,96%,1128,98%
20,647,99%,0,100%,905,99%,926,99%
20,1163,99%,0,100%,772,98%,1279,97%
20,981,99%,0,100%,658,99%,955,99%
20,812,92%,0,100%,590,98%,937,98%
20,715,98%,0,100%,608,98%,1010,98%
20,469,98%,0,100%,474,99%,672,99%
20,878,92%,0,100%,568,100%,840,100%
20,866,97%,0,100%,654,99%,1041,95%
20,590,98%,0,100%,510,99%,764,99%
20,634,98%,0,100%,566,99%,819,99%
20,622,98%,0,100%,709,99%,1092,98%
20,644,96%,0,100%,529,99%,829,100%
20,1414,97%,0,100%,1064,95%,1116,97%
20,514,98%,0,100%,491,100%,741,98%
20,600,96%,0,100%,441,99%,698,99%
30,717,98%,0,100%,688,97%,848,99%
30,748,95%,0,100%,669,100%,858,100%
30,615,83%,0,100%,529,98%,718,98%
30,690,98%,0,100%,619,98%,809,99%
30,657,96%,0,100%,544,98%,856,99%
30,2420,96%,0,100%,1786,94%,2210,95%
30,1329,97%,0,100%,1555,96%,1845,94%
30,676,99%,0,100%,758,96%,903,100%
30,1530,95%,0,100%,1615,93%,1846,93%
30,978,98%,0,100%,1451,92%,1321,99%
30,2568,97%,0,100%,2105,94%,2570,99%
30,1239,95%,0,100%,1389,95%,1259,98%
30,823,99%,0,100%,1064,98%,1233,97%
30,1161,96%,0,100%,969,99%,1334,92%
30,676,81%,0,100%,724,100%,1690,96%
40,890,98%,0,100%,1265,98%,1237,97%
40,1482,98%,0,100%,740,99%,2603,92%
40,374,95%,0,100%,974,94%,1128,97%
40,570,78%,0,100%,700,98%,1142,94%
40,452,91%,0,100%,522,99%,759,99%
40,442,95%,0,100%,552,99%,751,98%
40,713,80%,0,100%,701,98%,821,98%
40,532,98%,0,100%,627,96%,954,96%
40,438,99%,0,100%,456,99%,699,98%
40,684,99%,0,100%,1030,99%,1032,99%
40,479,98%,0,100%,586,97%,784,98%
40,391,90%,0,100%,571,93%,885,96%
40,465,99%,0,100%,517,100%,927,98%
40,462,98%,0,100%,460,99%,708,98%
40,423,87%,0,100%,555,95%,867,96%
